"id","picture_url","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_picture_url","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","price"
"19014145","https://a0.muscache.com/im/pictures/b4a543b8-c728-4c30-8cdd-80175d3adee4.jpg?aki_policy=large","132660908","2017-05-30","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/63dfb65d-4b72-43c7-8f7e-b0357df26df2.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.68111848986088","-73.9297026679564","Townhouse","Entire home/apt","4","1.5","2","2","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Laptop friendly workspace}","1","3","1","2017-07-17","2017-07-17","100","10","10","10","10","8","10","flexible","0.38","$300.00"
"1843674","https://a0.muscache.com/im/pictures/25844314/1c01e754_original.jpg?aki_policy=large","9632747","2013-10-25","within a few hours","90%","N/A","f","https://a0.muscache.com/im/users/9632747/profile_pic/1403530449/original.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, jumio}","t","40.68674133012171","-73.95392143647595","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hair dryer,Iron,translation missing: en.hosting_amenity_50}","2","10","96","2014-04-15","2017-08-30","93","10","10","10","10","9","9","strict","2.27","$130.00"
"20718077","https://a0.muscache.com/im/pictures/aea6d32e-f6c2-4e70-82dc-891d826bc5d6.jpg?aki_policy=large","16727656","2014-06-13","within a few hours","100%","N/A","f","https://a0.muscache.com/im/pictures/user/93dfd6f7-4fb3-47bb-b58d-01e0dcee0f2e.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, jumio, kba}","t","40.68702439335954","-73.92731544735295","Apartment","Private room","2","2.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Heating,Washer,Dryer,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Private living room}","1","1","2","2017-09-04","2017-09-11","100","10","10","10","10","10","10","flexible","2","$76.00"
"16130471","https://a0.muscache.com/im/pictures/b68a2316-aa24-4fa6-95c8-eafd10e0f7f1.jpg?aki_policy=large","53243644","2016-01-04","within a day","60%","N/A","f","https://a0.muscache.com/im/pictures/d2fea209-a4d5-4f27-b548-b2419dd24b75.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.69186515271811","-73.93994498709476","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","12","2016-12-20","2017-09-05","95","10","8","10","10","8","9","moderate","1.25","$36.00"
"9635223","https://a0.muscache.com/im/pictures/54c8cde5-8349-4b1d-8eb3-23e953c7cdff.jpg?aki_policy=large","49827772","2015-11-24","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/2a9995df-c013-4d0d-bb9e-e2c4f1a96bb2.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.686610071431836","-73.91943757960237","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo}","1","2","1","2016-01-02","2016-01-02","80","10","8","8","10","8","10","strict","0.05","$45.00"
"11411839","https://a0.muscache.com/im/pictures/377d2aea-bb06-4dd1-9b8c-57a5c7ddea82.jpg?aki_policy=large","18873268","2014-07-25","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/18873268/profile_pic/1406306261/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.695856547833735","-73.95026304563567","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Keypad,Lockbox}","1","5","3","2016-03-27","2016-09-11","100","10","9","10","10","10","10","moderate","0.16","$75.00"
"13377926","https://a0.muscache.com/im/pictures/5c95f7b3-bff4-46c6-b342-9d7029fb0f70.jpg?aki_policy=large","14975421","2014-05-01","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/14975421/profile_pic/1420828139/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.69234632175283","-73.93718997259495","Apartment","Private room","2","3.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","2","2016-06-13","2016-06-27","80","8","7","8","10","7","8","flexible","0.13","$50.00"
"13460498","https://a0.muscache.com/im/pictures/92795cb9-f1f7-454e-b51b-d85834429e29.jpg?aki_policy=large","76931387","2016-06-10","within a few hours","100%","N/A","f","https://a0.muscache.com/im/pictures/4c6e2536-8ad0-4cb7-8663-80d1616f2f05.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, kba}","t","40.68812685502119","-73.95479283282468","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Pets live on this property,Cat(s),Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Window guards}","2","7","8","2017-04-17","2017-08-19","100","10","10","10","10","10","10","moderate","1.42","$110.00"
"6956274","https://a0.muscache.com/im/pictures/104075291/a844b5b1_original.jpg?aki_policy=large","29857858","2015-03-23","within a few hours","100%","N/A","t","https://a0.muscache.com/im/pictures/fcc2ca77-ffa5-43aa-a119-b38ed32d3367.jpg?aki_policy=profile_x_medium","2","{email, phone, facebook, google, reviews, jumio, government_id}","t","40.696118770531385","-73.949933843622","Apartment","Private room","2","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Cat(s),Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Bathtub,Room-darkening shades}","1","1","64","2015-07-04","2017-09-18","98","10","10","10","10","9","10","moderate","2.34","$76.00"
"20068380","https://a0.muscache.com/im/pictures/60cf5922-ab1b-444d-a16c-08cd989a110a.jpg?aki_policy=large","142634045","2017-07-26","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/93b69c12-575e-422d-9c47-1a80d5602f64.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, work_email}","f","40.6799050235259","-73.94303647197754","Apartment","Entire home/apt","6","1.0","2","3","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman,Private entrance}","5","2","6","2017-08-22","2017-09-20","100","10","10","10","10","10","10","moderate","4.29","$250.00"
"19932392","https://a0.muscache.com/im/pictures/3c3accb2-401a-493b-bab5-02d75ad4ea60.jpg?aki_policy=large","10397249","2013-12-03","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/10397249/profile_pic/1386819505/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","40.68741824926635","-73.94207188629842","Apartment","Private room","2","1.5","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Heating,Washer,Dryer,Essentials,Laptop friendly workspace}","1","2","1","2017-08-09","2017-08-09","100","10","10","10","10","10","10","flexible","0.55","$75.00"
"20456466","https://a0.muscache.com/im/pictures/ab929ed0-3b67-4ca8-9a26-20f62d3b9e3a.jpg?aki_policy=large","144204336","2017-08-03","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/user/fdeee208-7f21-4ab6-b241-a18ae559b989.jpg?aki_policy=profile_x_medium","6","{email, phone, google, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","40.6918371544726","-73.93882681068672","Apartment","Private room","4","2.0","1","3","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed}","2","2","6","2017-09-01","2017-09-18","90","9","10","10","9","8","9","strict","5.62","$65.00"
"6038510","https://a0.muscache.com/im/pictures/88357285/faa66571_original.jpg?aki_policy=large","24762401","2014-12-12","within a few hours","98%","N/A","f","https://a0.muscache.com/im/pictures/5969d1a2-4740-4098-bed6-f50050278faf.jpg?aki_policy=profile_x_medium","9","{email, phone, reviews, kba}","t","40.690953747721125","-73.94928959239984","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit}","1","2","43","2015-07-05","2017-09-09","78","8","8","9","8","9","8","strict","1.57","$62.00"
"140237","https://a0.muscache.com/im/pictures/1152538/93e0b7f1_original.jpg?aki_policy=large","668326","2011-06-05","within an hour","100%","N/A","t","https://a0.muscache.com/im/users/668326/profile_pic/1434558906/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.68770089417943","-73.93374122438955","House","Entire home/apt","4","1.0","0","2","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance,Bathtub,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard,Luggage dropoff allowed,Long term stays allowed,Well-lit path to entrance,Step-free access}","2","3","79","2011-06-29","2017-09-26","97","10","10","10","10","9","9","strict","1.04","$135.00"
"19407781","https://a0.muscache.com/im/pictures/263e4e27-b248-49c7-b926-901d41f348b6.jpg?aki_policy=large","127357582","2017-04-24","within an hour","90%","N/A","f","https://a0.muscache.com/im/pictures/d48becae-fcba-4bf5-a7a4-62902e25ba44.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","40.6833950749629","-73.92034987276145","Townhouse","Private room","2","2.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Self Check-In,Lockbox,Bed linens}","1","3","10","2017-06-24","2017-09-15","98","10","10","10","10","10","10","strict","2.97","$70.00"
"13378438","https://a0.muscache.com/im/pictures/121c0401-1bda-4e4e-be3a-6c0efdaeaaa2.jpg?aki_policy=large","28283747","2015-02-24","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/28283747/profile_pic/1424794751/original.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, jumio}","t","40.68235161338213","-73.94686247506068","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","7","1","2016-07-31","2016-07-31","80","8","10","10","10","8","8","strict","0.07","$46.00"
"16917319","https://a0.muscache.com/im/pictures/4048f9f3-b9ca-40c0-ab8a-b4909feaf66e.jpg?aki_policy=large","112972178","2017-01-24","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/6fb5e4cc-2db7-4c48-9bf2-7750a2c350ac.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews}","f","40.694180407675496","-73.95650360523294","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","6","2017-03-14","2017-03-24","97","10","10","10","10","10","10","strict","0.89","$50.00"
"14164190","https://a0.muscache.com/im/pictures/c6fffb14-c839-42e6-9e60-a65996cedbb9.jpg?aki_policy=large","14758093","2014-04-26","within a day","100%","N/A","f","https://a0.muscache.com/im/users/14758093/profile_pic/1398539111/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.68663888342912","-73.92075533686642","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hair dryer,Iron,Laptop friendly workspace}","1","12","2","2016-09-22","2017-06-17","100","10","10","10","10","10","10","strict","0.16","$197.00"
"7741661","https://a0.muscache.com/im/pictures/98417656/3804f76a_original.jpg?aki_policy=large","5738733","2013-04-02","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/5738733/profile_pic/1381946055/original.jpg?aki_policy=profile_x_medium","3","{email, phone, facebook, reviews, kba}","f","40.6902229666241","-73.9381794846623","Townhouse","Entire home/apt","8","2.0","4","5","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace}","4","3","1","2015-12-22","2015-12-22","100","10","10","10","10","10","10","strict","0.05","$200.00"
"8371","https://a0.muscache.com/im/pictures/32cc3345-7bf1-4b26-b762-0caf5750d810.jpg?aki_policy=large","24375","2009-07-04","within a day","100%","N/A","f","https://a0.muscache.com/im/users/24375/profile_pic/1334276340/original.jpg?aki_policy=profile_x_medium","2","{email, phone, facebook, reviews, jumio, government_id}","t","40.68334248949313","-73.94500949368559","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","3","1","2016-05-23","2016-05-23","100","10","10","10","10","10","10","moderate","0.06","$80.00"
"12955652","https://a0.muscache.com/im/pictures/b0bb44d2-413b-49c1-849a-87bd61208590.jpg?aki_policy=large","8250822","2013-08-19","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/4eed47e1-d037-4407-b46d-84d17581ffb6.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, manual_offline, jumio}","t","40.69235612651884","-73.959998255964","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49}","1","7","1","2016-08-22","2016-08-22","100","10","10","10","10","10","10","moderate","0.07","$95.00"
"4726747","https://a0.muscache.com/im/pictures/70068823/c7c6389d_original.jpg?aki_policy=large","18573657","2014-07-21","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/18573657/profile_pic/1417548045/original.jpg?aki_policy=profile_x_medium","3","{email, phone, reviews, kba, work_email}","t","40.69505368449405","-73.93273336222265","Apartment","Entire home/apt","6","2.0","2","3","Real Bed","{Internet,Wireless Internet,Kitchen,Pets allowed,Heating,Suitable for events,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Keypad,Private entrance}","6","2","81","2015-01-04","2017-09-18","95","10","10","10","10","9","10","strict","2.42","$165.00"
"3808709","https://a0.muscache.com/im/pictures/53252788/4772c592_original.jpg?aki_policy=large","19573349","2014-08-06","a few days or more","0%","N/A","f","https://a0.muscache.com/im/users/19573349/profile_pic/1412264507/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.687850283306986","-73.92970861588513","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Wireless Internet,Smoke detector,Carbon monoxide detector,Fire extinguisher,Hangers,Iron}","1","5","1","2016-05-23","2016-05-23","100","4","10","10","10","8","10","flexible","0.06","$200.00"
